InvoiceNo,PO_No,InvoiceSubTotal,InvoiceTax,InvoiceTotal,PO_Amount,ExpectedDate,PaymentDueDate,VendorName,Invoice_LineItems,PO_LineItems,IsFraud
INV-100178,PO-200178,943.06,0.08,1026.09,1026.09,2025-08-16 04:03:25.027300,2025-09-15 04:03:25.027300,Vendor_14,ItemList,POList,1
INV-100179,PO-200179,223.77,0.07,262.03,262.03,2025-08-31 04:03:25.027305,2025-09-30 04:03:25.027305,Vendor_7,ItemList,POList,1
INV-100180,PO-200180,406.96,0.14,503.08,503.08,2025-08-26 04:03:25.027311,2025-09-25 04:03:25.027311,Vendor_18,ItemList,POList,1
INV-100181,PO-200181,202.13,0.12,257.71,257.71,2025-08-07 04:03:25.027316,2025-09-06 04:03:25.027316,Vendor_7,ItemList,POList,1
INV-100182,PO-200182,932.22,0.14,1100.75,1100.75,2025-08-05 04:03:25.027321,2025-09-04 04:03:25.027321,Vendor_10,ItemList,POList,1
INV-100183,PO-200183,889.61,0.15,1023.05,1023.05,2025-09-01 04:03:25.027326,2025-10-01 04:03:25.027326,Vendor_13,ItemList,POList,0
INV-100184,PO-200184,332.15,0.1,396.15,396.15,2025-08-25 04:03:25.027332,2025-09-24 04:03:25.027332,Vendor_12,ItemList,POList,1
INV-100185,PO-200185,693.99,0.07,742.57,742.57,2025-08-24 04:03:25.027337,2025-09-23 04:03:25.027337,Vendor_15,ItemList,POList,0
INV-100186,PO-200186,835.5,0.07,909.77,909.77,2025-09-02 04:03:25.027342,2025-10-02 04:03:25.027342,Vendor_17,ItemList,POList,1
INV-100187,PO-200187,599.68,0.07,668.4,668.4,2025-09-02 04:03:25.027347,2025-10-02 04:03:25.027347,Vendor_15,ItemList,POList,1
INV-100188,PO-200188,576.69,0.12,645.89,645.89,2025-09-02 04:03:25.027352,2025-10-02 04:03:25.027352,Vendor_4,ItemList,POList,0
INV-100189,PO-200189,317.67,0.05,333.55,333.55,2025-08-24 04:03:25.027357,2025-09-23 04:03:25.027357,Vendor_8,ItemList,POList,0
INV-100190,PO-200190,183.79,0.06,234.61,234.61,2025-08-13 04:03:25.027363,2025-09-12 04:03:25.027363,Vendor_8,ItemList,POList,1
INV-100191,PO-200191,907.49,0.11,1007.31,1007.31,2025-09-02 04:03:25.027368,2025-10-02 04:03:25.027368,Vendor_3,ItemList,POList,0
INV-100192,PO-200192,910.38,0.11,1025.89,1025.89,2025-08-26 04:03:25.027373,2025-09-25 04:03:25.027373,Vendor_11,ItemList,POList,1
INV-100193,PO-200193,669.79,0.12,798.5,798.5,2025-08-12 04:03:25.027378,2025-09-11 04:03:25.027378,Vendor_1,ItemList,POList,1
INV-100194,PO-200194,405.13,0.09,441.59,441.59,2025-08-29 04:03:25.027383,2025-09-28 04:03:25.027383,Vendor_19,ItemList,POList,0
INV-100195,PO-200195,414.29,0.13,468.15,468.15,2025-08-17 04:03:25.027388,2025-09-16 04:03:25.027388,Vendor_18,ItemList,POList,0
INV-100196,PO-200196,753.36,0.1,842.82,842.82,2025-08-21 04:03:25.027394,2025-09-20 04:03:25.027394,Vendor_8,ItemList,POList,1
INV-100197,PO-200197,907.4,0.06,967.48,967.48,2025-08-27 04:03:25.027399,2025-09-26 04:03:25.027399,Vendor_19,ItemList,POList,1
INV-100198,PO-200198,898.38,0.13,1015.17,1015.17,2025-08-11 04:03:25.027404,2025-09-10 04:03:25.027404,Vendor_8,ItemList,POList,0
INV-100199,PO-200199,801.89,0.15,962.19,962.19,2025-09-03 04:03:25.027409,2025-10-03 04:03:25.027409,Vendor_1,ItemList,POList,1
INV-100200,PO-200200,677.83,0.06,765.28,765.28,2025-08-19 04:03:25.027415,2025-09-18 04:03:25.027415,Vendor_3,ItemList,POList,1
INV-100201,PO-200201,175.73,0.09,207.64,207.64,2025-08-18 04:03:25.027421,2025-09-17 04:03:25.027421,Vendor_2,ItemList,POList,1
INV-100202,PO-200202,245.47,0.1,281.99,281.99,2025-08-29 04:03:25.027426,2025-09-28 04:03:25.027426,Vendor_8,ItemList,POList,1
INV-100203,PO-200203,908.7,0.06,963.22,963.22,2025-08-20 04:03:25.027431,2025-09-19 04:03:25.027431,Vendor_3,ItemList,POList,0
INV-100204,PO-200204,645.79,0.14,736.2,736.2,2025-08-21 04:03:25.027437,2025-09-20 04:03:25.027437,Vendor_2,ItemList,POList,0
INV-100205,PO-200205,108.28,0.08,132.02,132.02,2025-08-20 04:03:25.027442,2025-09-19 04:03:25.027442,Vendor_11,ItemList,POList,1
INV-100206,PO-200206,191.32,0.13,249.45,249.45,2025-08-22 04:03:25.027447,2025-09-21 04:03:25.027447,Vendor_3,ItemList,POList,1
INV-100207,PO-200207,697.15,0.12,780.81,780.81,2025-08-18 04:03:25.027452,2025-09-17 04:03:25.027452,Vendor_17,ItemList,POList,0
INV-100208,PO-200208,104.56,0.11,116.06,116.06,2025-08-10 04:03:25.027457,2025-09-09 04:03:25.027457,Vendor_8,ItemList,POList,0
INV-100209,PO-200209,244.73,0.07,261.86,261.86,2025-08-24 04:03:25.027463,2025-09-23 04:03:25.027463,Vendor_9,ItemList,POList,0
INV-100210,PO-200210,593.86,0.07,635.43,635.43,2025-08-25 04:03:25.027468,2025-09-24 04:03:25.027468,Vendor_16,ItemList,POList,0
INV-100211,PO-200211,722.71,0.05,758.85,758.85,2025-08-19 04:03:25.027473,2025-09-18 04:03:25.027473,Vendor_7,ItemList,POList,0
INV-100212,PO-200212,686.77,0.07,734.84,734.84,2025-08-09 04:03:25.027478,2025-09-08 04:03:25.027478,Vendor_18,ItemList,POList,0
INV-100213,PO-200213,301.84,0.08,325.99,325.99,2025-08-30 04:03:25.027484,2025-09-29 04:03:25.027484,Vendor_5,ItemList,POList,0
INV-100214,PO-200214,740.96,0.13,868.34,868.34,2025-08-21 04:03:25.027489,2025-09-20 04:03:25.027489,Vendor_19,ItemList,POList,1
INV-100215,PO-200215,313.52,0.09,374.7,374.7,2025-08-05 04:03:25.027494,2025-09-04 04:03:25.027494,Vendor_19,ItemList,POList,1
INV-100216,PO-200216,392.86,0.13,443.93,443.93,2025-08-17 04:03:25.027499,2025-09-16 04:03:25.027499,Vendor_16,ItemList,POList,0
INV-100217,PO-200217,771.84,0.09,841.31,841.31,2025-08-11 04:03:25.027504,2025-09-10 04:03:25.027504,Vendor_8,ItemList,POList,0
INV-100218,PO-200218,684.67,0.13,773.68,773.68,2025-08-23 04:03:25.027509,2025-09-22 04:03:25.027509,Vendor_16,ItemList,POList,0
INV-100219,PO-200219,864.3,0.15,993.94,993.94,2025-08-25 04:03:25.027515,2025-09-24 04:03:25.027515,Vendor_14,ItemList,POList,0
INV-100220,PO-200220,691.85,0.07,745.63,745.63,2025-08-28 04:03:25.027520,2025-09-27 04:03:25.027520,Vendor_7,ItemList,POList,1
INV-100221,PO-200221,611.48,0.14,697.09,697.09,2025-08-09 04:03:25.027525,2025-09-08 04:03:25.027525,Vendor_4,ItemList,POList,0
INV-100222,PO-200222,184.31,0.11,204.58,204.58,2025-08-30 04:03:25.027530,2025-09-29 04:03:25.027530,Vendor_4,ItemList,POList,0
INV-100223,PO-200223,430.94,0.13,499.03,499.03,2025-08-13 04:03:25.027536,2025-09-12 04:03:25.027536,Vendor_14,ItemList,POList,1
INV-100224,PO-200224,338.68,0.12,379.32,379.32,2025-08-08 04:03:25.027541,2025-09-07 04:03:25.027541,Vendor_12,ItemList,POList,0
INV-100225,PO-200225,319.59,0.09,364.3,364.3,2025-08-11 04:03:25.027546,2025-09-10 04:03:25.027546,Vendor_14,ItemList,POList,1
INV-100226,PO-200226,975.71,0.07,1080.38,1080.38,2025-08-17 04:03:25.027551,2025-09-16 04:03:25.027551,Vendor_14,ItemList,POList,1
INV-100227,PO-200227,453.79,0.06,513.41,513.41,2025-08-12 04:03:25.027557,2025-09-11 04:03:25.027557,Vendor_15,ItemList,POList,1
INV-100228,PO-200228,902.84,0.1,993.12,993.12,2025-08-27 04:03:25.027562,2025-09-26 04:03:25.027562,Vendor_2,ItemList,POList,0
INV-100229,PO-200229,668.02,0.15,768.22,768.22,2025-09-02 04:03:25.027567,2025-10-02 04:03:25.027567,Vendor_4,ItemList,POList,0
INV-100230,PO-200230,815.33,0.12,946.25,946.25,2025-08-08 04:03:25.027572,2025-09-07 04:03:25.027572,Vendor_2,ItemList,POList,1
INV-100231,PO-200231,552.37,0.08,596.56,596.56,2025-08-12 04:03:25.027578,2025-09-11 04:03:25.027578,Vendor_13,ItemList,POList,0
INV-100232,PO-200232,619.21,0.13,699.71,699.71,2025-08-30 04:03:25.027583,2025-09-29 04:03:25.027583,Vendor_11,ItemList,POList,0
INV-100233,PO-200233,543.27,0.13,644.58,644.58,2025-08-31 04:03:25.027591,2025-09-30 04:03:25.027591,Vendor_4,ItemList,POList,1
INV-100234,PO-200234,275.72,0.08,336.28,336.28,2025-08-20 04:03:25.027596,2025-09-19 04:03:25.027596,Vendor_8,ItemList,POList,1
INV-100235,PO-200235,750.21,0.05,835.1,835.1,2025-08-30 04:03:25.027601,2025-09-29 04:03:25.027601,Vendor_7,ItemList,POList,1
INV-100236,PO-200236,352.7,0.06,373.86,373.86,2025-08-17 04:03:25.027606,2025-09-16 04:03:25.027606,Vendor_7,ItemList,POList,0
INV-100237,PO-200237,121.88,0.14,174.25,174.25,2025-08-14 04:03:25.027612,2025-09-13 04:03:25.027612,Vendor_18,ItemList,POList,1
INV-100238,PO-200238,680.93,0.13,807.97,807.97,2025-08-18 04:03:25.027617,2025-09-17 04:03:25.027617,Vendor_15,ItemList,POList,1
INV-100239,PO-200239,259.4,0.08,312.52,312.52,2025-08-24 04:03:25.027622,2025-09-23 04:03:25.027622,Vendor_5,ItemList,POList,1
INV-100240,PO-200240,946.41,0.08,1022.12,1022.12,2025-08-14 04:03:25.027627,2025-09-13 04:03:25.027627,Vendor_14,ItemList,POList,0
INV-100241,PO-200241,958.54,0.13,1124.04,1124.04,2025-08-17 04:03:25.027633,2025-09-16 04:03:25.027633,Vendor_6,ItemList,POList,1
INV-100242,PO-200242,923.38,0.14,1100.09,1100.09,2025-09-01 04:03:25.027638,2025-10-01 04:03:25.027638,Vendor_9,ItemList,POList,1
INV-100243,PO-200243,433.14,0.13,521.68,521.68,2025-08-12 04:03:25.027643,2025-09-11 04:03:25.027643,Vendor_15,ItemList,POList,1
INV-100244,PO-200244,113.91,0.11,139.59,139.59,2025-08-28 04:03:25.027648,2025-09-27 04:03:25.027648,Vendor_8,ItemList,POList,1
INV-100245,PO-200245,935.49,0.07,1040.64,1040.64,2025-08-24 04:03:25.027654,2025-09-23 04:03:25.027654,Vendor_3,ItemList,POList,1
INV-100246,PO-200246,485.37,0.1,533.91,533.91,2025-08-09 04:03:25.027659,2025-09-08 04:03:25.027659,Vendor_15,ItemList,POList,0
INV-100247,PO-200247,969.99,0.07,1037.89,1037.89,2025-08-25 04:03:25.027664,2025-09-24 04:03:25.027664,Vendor_18,ItemList,POList,0
INV-100248,PO-200248,967.26,0.13,1127.29,1127.29,2025-08-25 04:03:25.027669,2025-09-24 04:03:25.027669,Vendor_4,ItemList,POList,1
INV-100249,PO-200249,867.71,0.09,945.8,945.8,2025-08-23 04:03:25.027675,2025-09-22 04:03:25.027675,Vendor_2,ItemList,POList,0
INV-100250,PO-200250,365.0,0.13,412.45,412.45,2025-08-17 04:03:25.027680,2025-09-16 04:03:25.027680,Vendor_18,ItemList,POList,0
INV-100251,PO-200251,446.59,0.09,533.8,533.8,2025-08-06 04:03:25.027685,2025-09-05 04:03:25.027685,Vendor_1,ItemList,POList,1
INV-100252,PO-200252,866.02,0.13,978.6,978.6,2025-08-20 04:03:25.027690,2025-09-19 04:03:25.027690,Vendor_3,ItemList,POList,0
INV-100253,PO-200253,385.23,0.08,416.05,416.05,2025-08-18 04:03:25.027696,2025-09-17 04:03:25.027696,Vendor_8,ItemList,POList,0
INV-100254,PO-200254,252.54,0.09,292.51,292.51,2025-08-21 04:03:25.027701,2025-09-20 04:03:25.027701,Vendor_6,ItemList,POList,1
INV-100255,PO-200255,601.12,0.11,715.89,715.89,2025-08-31 04:03:25.027721,2025-09-30 04:03:25.027721,Vendor_14,ItemList,POList,1
INV-100256,PO-200256,942.54,0.06,999.09,999.09,2025-08-07 04:03:25.027731,2025-09-06 04:03:25.027731,Vendor_16,ItemList,POList,0
INV-100257,PO-200257,726.43,0.14,857.96,857.96,2025-08-20 04:03:25.027740,2025-09-19 04:03:25.027740,Vendor_16,ItemList,POList,1
INV-100258,PO-200258,613.06,0.11,728.88,728.88,2025-08-13 04:03:25.027749,2025-09-12 04:03:25.027749,Vendor_7,ItemList,POList,1
INV-100259,PO-200259,187.46,0.1,246.49,246.49,2025-08-11 04:03:25.027755,2025-09-10 04:03:25.027755,Vendor_13,ItemList,POList,1
INV-100260,PO-200260,653.51,0.13,738.47,738.47,2025-08-06 04:03:25.027760,2025-09-05 04:03:25.027760,Vendor_2,ItemList,POList,0
INV-100261,PO-200261,991.05,0.14,1129.8,1129.8,2025-08-15 04:03:25.027765,2025-09-14 04:03:25.027765,Vendor_6,ItemList,POList,0
INV-100262,PO-200262,226.08,0.1,248.69,248.69,2025-08-28 04:03:25.027770,2025-09-27 04:03:25.027770,Vendor_13,ItemList,POList,0
INV-100263,PO-200263,566.5,0.14,645.81,645.81,2025-08-15 04:03:25.027776,2025-09-14 04:03:25.027776,Vendor_1,ItemList,POList,0
INV-100264,PO-200264,889.64,0.06,986.99,986.99,2025-09-02 04:03:25.027781,2025-10-02 04:03:25.027781,Vendor_13,ItemList,POList,1
INV-100265,PO-200265,766.69,0.06,832.26,832.26,2025-08-18 04:03:25.027786,2025-09-17 04:03:25.027786,Vendor_9,ItemList,POList,1
INV-100266,PO-200266,727.31,0.11,807.31,807.31,2025-08-20 04:03:25.027792,2025-09-19 04:03:25.027792,Vendor_15,ItemList,POList,0
INV-100267,PO-200267,732.24,0.09,798.14,798.14,2025-08-12 04:03:25.027801,2025-09-11 04:03:25.027801,Vendor_10,ItemList,POList,0
INV-100268,PO-200268,423.54,0.1,465.89,465.89,2025-08-27 04:03:25.027810,2025-09-26 04:03:25.027810,Vendor_14,ItemList,POList,0
INV-100269,PO-200269,364.23,0.08,393.37,393.37,2025-09-01 04:03:25.027820,2025-10-01 04:03:25.027820,Vendor_18,ItemList,POList,0
INV-100270,PO-200270,828.43,0.09,917.86,917.86,2025-08-31 04:03:25.027829,2025-09-30 04:03:25.027829,Vendor_16,ItemList,POList,1
INV-100271,PO-200271,829.1,0.13,969.97,969.97,2025-08-26 04:03:25.027834,2025-09-25 04:03:25.027834,Vendor_5,ItemList,POList,1
INV-100272,PO-200272,880.37,0.11,999.06,999.06,2025-08-19 04:03:25.027840,2025-09-18 04:03:25.027840,Vendor_7,ItemList,POList,1
INV-100273,PO-200273,921.92,0.15,1109.57,1109.57,2025-08-20 04:03:25.027849,2025-09-19 04:03:25.027849,Vendor_10,ItemList,POList,1
INV-100274,PO-200274,560.21,0.13,633.04,633.04,2025-08-06 04:03:25.027858,2025-09-05 04:03:25.027858,Vendor_7,ItemList,POList,0
INV-100275,PO-200275,551.36,0.08,622.77,622.77,2025-08-08 04:03:25.027865,2025-09-07 04:03:25.027865,Vendor_2,ItemList,POList,1
INV-100276,PO-200276,818.47,0.08,883.95,883.95,2025-08-05 04:03:25.027873,2025-09-04 04:03:25.027873,Vendor_19,ItemList,POList,0
INV-100277,PO-200277,684.97,0.08,749.74,749.74,2025-08-11 04:03:25.027882,2025-09-10 04:03:25.027882,Vendor_18,ItemList,POList,1
INV-100278,PO-200278,731.77,0.13,826.9,826.9,2025-08-15 04:03:25.027890,2025-09-14 04:03:25.027890,Vendor_2,ItemList,POList,0
INV-100279,PO-200279,816.21,0.05,857.02,857.02,2025-08-22 04:03:25.027899,2025-09-21 04:03:25.027899,Vendor_11,ItemList,POList,0
INV-100280,PO-200280,901.0,0.07,964.07,964.07,2025-08-26 04:03:25.027908,2025-09-25 04:03:25.027908,Vendor_2,ItemList,POList,0
INV-100281,PO-200281,404.2,0.14,460.79,460.79,2025-08-29 04:03:25.027917,2025-09-28 04:03:25.027917,Vendor_2,ItemList,POList,0
INV-100282,PO-200282,438.02,0.11,513.65,513.65,2025-08-09 04:03:25.027926,2025-09-08 04:03:25.027926,Vendor_19,ItemList,POList,1
INV-100283,PO-200283,184.58,0.07,197.5,197.5,2025-08-09 04:03:25.027938,2025-09-08 04:03:25.027938,Vendor_16,ItemList,POList,0
INV-100284,PO-200284,620.45,0.07,692.96,692.96,2025-08-24 04:03:25.027953,2025-09-23 04:03:25.027953,Vendor_17,ItemList,POList,1
INV-100285,PO-200285,132.35,0.14,150.88,150.88,2025-08-21 04:03:25.027963,2025-09-20 04:03:25.027963,Vendor_17,ItemList,POList,0
INV-100286,PO-200286,519.04,0.14,596.92,596.92,2025-08-08 04:03:25.027972,2025-09-07 04:03:25.027972,Vendor_6,ItemList,POList,1
INV-100287,PO-200287,588.38,0.08,635.45,635.45,2025-08-13 04:03:25.027980,2025-09-12 04:03:25.027980,Vendor_2,ItemList,POList,0
INV-100288,PO-200288,357.89,0.09,390.1,390.1,2025-08-18 04:03:25.027988,2025-09-17 04:03:25.027988,Vendor_17,ItemList,POList,0
INV-100289,PO-200289,631.75,0.13,713.88,713.88,2025-08-13 04:03:25.027997,2025-09-12 04:03:25.027997,Vendor_3,ItemList,POList,0
INV-100290,PO-200290,127.45,0.13,160.07,160.07,2025-08-27 04:03:25.028004,2025-09-26 04:03:25.028004,Vendor_6,ItemList,POList,1
INV-100291,PO-200291,133.61,0.13,150.98,150.98,2025-08-17 04:03:25.028009,2025-09-16 04:03:25.028009,Vendor_3,ItemList,POList,0
INV-100292,PO-200292,840.34,0.1,929.43,929.43,2025-08-20 04:03:25.028014,2025-09-19 04:03:25.028014,Vendor_20,ItemList,POList,1
INV-100293,PO-200293,424.17,0.14,483.55,483.55,2025-08-24 04:03:25.028019,2025-09-23 04:03:25.028019,Vendor_3,ItemList,POList,0
INV-100294,PO-200294,214.35,0.08,231.5,231.5,2025-08-17 04:03:25.028025,2025-09-16 04:03:25.028025,Vendor_8,ItemList,POList,0
INV-100295,PO-200295,570.02,0.07,609.92,609.92,2025-08-13 04:03:25.028032,2025-09-12 04:03:25.028032,Vendor_13,ItemList,POList,0
INV-100296,PO-200296,792.99,0.12,888.15,888.15,2025-08-25 04:03:25.028044,2025-09-24 04:03:25.028044,Vendor_4,ItemList,POList,0
INV-100297,PO-200297,294.24,0.1,323.66,323.66,2025-08-16 04:03:25.028053,2025-09-15 04:03:25.028053,Vendor_19,ItemList,POList,0
INV-100298,PO-200298,660.6,0.14,783.33,783.33,2025-08-16 04:03:25.028061,2025-09-15 04:03:25.028061,Vendor_8,ItemList,POList,1
INV-100299,PO-200299,176.81,0.06,187.42,187.42,2025-08-14 04:03:25.028067,2025-09-13 04:03:25.028067,Vendor_19,ItemList,POList,0
INV-100300,PO-200300,146.51,0.13,183.7,183.7,2025-09-02 04:03:25.028072,2025-10-02 04:03:25.028072,Vendor_20,ItemList,POList,1
INV-100301,PO-200301,578.22,0.08,624.48,624.48,2025-08-06 04:03:25.028077,2025-09-05 04:03:25.028077,Vendor_2,ItemList,POList,0
INV-100302,PO-200302,586.57,0.12,669.75,669.75,2025-08-29 04:03:25.028083,2025-09-28 04:03:25.028083,Vendor_20,ItemList,POList,1
INV-100303,PO-200303,673.69,0.05,707.37,707.37,2025-08-26 04:03:25.028091,2025-09-25 04:03:25.028091,Vendor_3,ItemList,POList,0
INV-100304,PO-200304,753.48,0.11,836.36,836.36,2025-08-09 04:03:25.028101,2025-09-08 04:03:25.028101,Vendor_14,ItemList,POList,0
INV-100305,PO-200305,978.27,0.12,1138.4,1138.4,2025-08-15 04:03:25.028108,2025-09-14 04:03:25.028108,Vendor_19,ItemList,POList,1
INV-100306,PO-200306,564.67,0.09,621.84,621.84,2025-08-30 04:03:25.028113,2025-09-29 04:03:25.028113,Vendor_19,ItemList,POList,1
INV-100307,PO-200307,390.66,0.07,418.01,418.01,2025-09-01 04:03:25.028119,2025-10-01 04:03:25.028119,Vendor_17,ItemList,POList,0
INV-100308,PO-200308,815.67,0.1,933.36,933.36,2025-08-28 04:03:25.028124,2025-09-27 04:03:25.028124,Vendor_11,ItemList,POList,1
INV-100309,PO-200309,343.75,0.13,419.22,419.22,2025-08-06 04:03:25.028131,2025-09-05 04:03:25.028131,Vendor_9,ItemList,POList,1
INV-100310,PO-200310,495.07,0.08,574.4,574.4,2025-08-25 04:03:25.028137,2025-09-24 04:03:25.028137,Vendor_7,ItemList,POList,1
INV-100311,PO-200311,170.61,0.08,184.26,184.26,2025-08-14 04:03:25.028142,2025-09-13 04:03:25.028142,Vendor_11,ItemList,POList,0
INV-100312,PO-200312,122.82,0.08,132.65,132.65,2025-08-12 04:03:25.028147,2025-09-11 04:03:25.028147,Vendor_8,ItemList,POList,0
INV-100313,PO-200313,966.38,0.14,1101.67,1101.67,2025-08-24 04:03:25.028152,2025-09-23 04:03:25.028152,Vendor_9,ItemList,POList,0
INV-100314,PO-200314,852.38,0.09,940.05,940.05,2025-08-14 04:03:25.028158,2025-09-13 04:03:25.028158,Vendor_13,ItemList,POList,1
INV-100315,PO-200315,726.38,0.05,762.7,762.7,2025-08-30 04:03:25.028163,2025-09-29 04:03:25.028163,Vendor_5,ItemList,POList,0
INV-100316,PO-200316,468.06,0.13,528.91,528.91,2025-08-15 04:03:25.028168,2025-09-14 04:03:25.028168,Vendor_10,ItemList,POList,0
INV-100317,PO-200317,255.96,0.12,286.68,286.68,2025-08-13 04:03:25.028174,2025-09-12 04:03:25.028174,Vendor_15,ItemList,POList,0
INV-100318,PO-200318,240.79,0.06,255.24,255.24,2025-08-11 04:03:25.028179,2025-09-10 04:03:25.028179,Vendor_11,ItemList,POList,0
INV-100319,PO-200319,325.22,0.15,418.22,418.22,2025-08-16 04:03:25.028184,2025-09-15 04:03:25.028184,Vendor_3,ItemList,POList,1
INV-100320,PO-200320,594.3,0.11,679.15,679.15,2025-08-11 04:03:25.028189,2025-09-10 04:03:25.028189,Vendor_1,ItemList,POList,1
INV-100321,PO-200321,743.14,0.1,817.45,817.45,2025-08-20 04:03:25.028195,2025-09-19 04:03:25.028195,Vendor_15,ItemList,POList,0
INV-100322,PO-200322,694.18,0.09,756.66,756.66,2025-08-29 04:03:25.028200,2025-09-28 04:03:25.028200,Vendor_20,ItemList,POList,0
INV-100323,PO-200323,351.94,0.14,401.21,401.21,2025-08-23 04:03:25.028205,2025-09-22 04:03:25.028205,Vendor_19,ItemList,POList,0
INV-100324,PO-200324,959.38,0.07,1031.92,1031.92,2025-08-20 04:03:25.028210,2025-09-19 04:03:25.028210,Vendor_4,ItemList,POList,1
INV-100325,PO-200325,764.11,0.08,825.24,825.24,2025-08-19 04:03:25.028216,2025-09-18 04:03:25.028216,Vendor_3,ItemList,POList,0
INV-100326,PO-200326,598.92,0.06,669.41,669.41,2025-09-03 04:03:25.028221,2025-10-03 04:03:25.028221,Vendor_18,ItemList,POList,1
INV-100327,PO-200327,650.55,0.13,778.79,778.79,2025-08-18 04:03:25.028226,2025-09-17 04:03:25.028226,Vendor_7,ItemList,POList,1
INV-100328,PO-200328,477.64,0.11,551.1,551.1,2025-08-17 04:03:25.028231,2025-09-16 04:03:25.028231,Vendor_17,ItemList,POList,1
INV-100329,PO-200329,322.96,0.11,358.49,358.49,2025-09-02 04:03:25.028237,2025-10-02 04:03:25.028237,Vendor_9,ItemList,POList,0
INV-100330,PO-200330,420.38,0.07,449.81,449.81,2025-08-07 04:03:25.028242,2025-09-06 04:03:25.028242,Vendor_5,ItemList,POList,0
INV-100331,PO-200331,782.06,0.12,875.91,875.91,2025-08-17 04:03:25.028247,2025-09-16 04:03:25.028247,Vendor_12,ItemList,POList,0
INV-100332,PO-200332,112.95,0.13,156.37,156.37,2025-09-02 04:03:25.028252,2025-10-02 04:03:25.028252,Vendor_3,ItemList,POList,1
INV-100333,PO-200333,204.47,0.09,246.43,246.43,2025-08-30 04:03:25.028257,2025-09-29 04:03:25.028257,Vendor_8,ItemList,POList,1
INV-100334,PO-200334,141.4,0.13,159.78,159.78,2025-08-11 04:03:25.028262,2025-09-10 04:03:25.028262,Vendor_12,ItemList,POList,0
INV-100335,PO-200335,136.66,0.08,154.5,154.5,2025-08-06 04:03:25.028268,2025-09-05 04:03:25.028268,Vendor_10,ItemList,POList,1
INV-100336,PO-200336,869.91,0.13,983.0,983.0,2025-08-14 04:03:25.028273,2025-09-13 04:03:25.028273,Vendor_6,ItemList,POList,0
INV-100337,PO-200337,733.29,0.05,808.85,808.85,2025-09-03 04:03:25.028278,2025-10-03 04:03:25.028278,Vendor_15,ItemList,POList,1
INV-100338,PO-200338,526.76,0.11,632.07,632.07,2025-08-19 04:03:25.028284,2025-09-18 04:03:25.028284,Vendor_18,ItemList,POList,1
INV-100339,PO-200339,188.05,0.15,216.26,216.26,2025-08-07 04:03:25.028289,2025-09-06 04:03:25.028289,Vendor_10,ItemList,POList,0
INV-100340,PO-200340,542.45,0.15,623.82,623.82,2025-08-10 04:03:25.028294,2025-09-09 04:03:25.028294,Vendor_20,ItemList,POList,0
INV-100341,PO-200341,526.12,0.08,568.21,568.21,2025-09-02 04:03:25.028299,2025-10-02 04:03:25.028299,Vendor_17,ItemList,POList,0
INV-100342,PO-200342,255.88,0.09,302.81,302.81,2025-08-29 04:03:25.028304,2025-09-28 04:03:25.028304,Vendor_1,ItemList,POList,1
INV-100343,PO-200343,490.47,0.06,531.4,531.4,2025-08-18 04:03:25.028310,2025-09-17 04:03:25.028310,Vendor_18,ItemList,POList,1
INV-100344,PO-200344,458.65,0.14,522.86,522.86,2025-08-08 04:03:25.028315,2025-09-07 04:03:25.028315,Vendor_10,ItemList,POList,0
INV-100345,PO-200345,654.27,0.11,726.24,726.24,2025-08-19 04:03:25.028320,2025-09-18 04:03:25.028320,Vendor_4,ItemList,POList,0
INV-100346,PO-200346,671.58,0.09,732.02,732.02,2025-08-09 04:03:25.028325,2025-09-08 04:03:25.028325,Vendor_5,ItemList,POList,0
INV-100347,PO-200347,140.77,0.06,176.94,176.94,2025-08-10 04:03:25.028331,2025-09-09 04:03:25.028331,Vendor_9,ItemList,POList,1
INV-100348,PO-200348,437.15,0.14,544.06,544.06,2025-08-23 04:03:25.028336,2025-09-22 04:03:25.028336,Vendor_4,ItemList,POList,1
INV-100349,PO-200349,663.27,0.1,761.86,761.86,2025-08-22 04:03:25.028341,2025-09-21 04:03:25.028341,Vendor_4,ItemList,POList,1
